path,label
data\raw\cats\12073.jpg,cats
data\raw\cats\4163.jpg,cats
data\raw\cats\5520.jpg,cats
data\raw\cats\7923.jpg,cats
data\raw\cats\6132.jpg,cats
data\raw\cats\6312.jpg,cats
data\raw\cats\4020.jpg,cats
data\raw\dogs\4184.jpg,dogs
data\raw\dogs\8624.jpg,dogs
data\raw\dogs\2665.jpg,dogs
data\raw\dogs\9238.jpg,dogs
data\raw\dogs\11940.jpg,dogs
data\raw\cats\4003.jpg,cats
data\raw\cats\6549.jpg,cats
data\raw\cats\6054.jpg,cats
data\raw\dogs\3734.jpg,dogs
data\raw\dogs\4430.jpg,dogs
data\raw\cats\3540.jpg,cats
data\raw\cats\2640.jpg,cats
data\raw\dogs\3676.jpg,dogs
data\raw\cats\4835.jpg,cats
data\raw\dogs\5860.jpg,dogs
data\raw\cats\7897.jpg,cats
data\raw\cats\8562.jpg,cats
data\raw\dogs\5330.jpg,dogs
data\raw\dogs\2032.jpg,dogs
data\raw\dogs\3257.jpg,dogs
data\raw\dogs\10912.jpg,dogs
data\raw\dogs\526.jpg,dogs
data\raw\dogs\7341.jpg,dogs
data\raw\cats\1303.jpg,cats
data\raw\cats\7692.jpg,cats
data\raw\dogs\1962.jpg,dogs
data\raw\cats\6164.jpg,cats
data\raw\cats\1548.jpg,cats
data\raw\dogs\7326.jpg,dogs
data\raw\cats\2393.jpg,cats
data\raw\dogs\10612.jpg,dogs
data\raw\cats\934.jpg,cats
data\raw\dogs\7656.jpg,dogs
data\raw\dogs\7552.jpg,dogs
data\raw\dogs\3360.jpg,dogs
data\raw\dogs\6888.jpg,dogs
data\raw\cats\12290.jpg,cats
data\raw\cats\4959.jpg,cats
data\raw\cats\4136.jpg,cats
data\raw\dogs\4719.jpg,dogs
data\raw\cats\11464.jpg,cats
data\raw\cats\2002.jpg,cats
data\raw\cats\4317.jpg,cats
data\raw\dogs\7606.jpg,dogs
data\raw\cats\2004.jpg,cats
data\raw\dogs\10223.jpg,dogs
data\raw\cats\2306.jpg,cats
data\raw\cats\5696.jpg,cats
data\raw\dogs\2227.jpg,dogs
data\raw\cats\3850.jpg,cats
data\raw\cats\4608.jpg,cats
data\raw\dogs\561.jpg,dogs
data\raw\cats\7112.jpg,cats
data\raw\cats\10648.jpg,cats
data\raw\cats\9936.jpg,cats
data\raw\dogs\9877.jpg,dogs
data\raw\cats\10977.jpg,cats
data\raw\dogs\6793.jpg,dogs
data\raw\cats\8582.jpg,cats
data\raw\cats\12322.jpg,cats
data\raw\dogs\7643.jpg,dogs
data\raw\cats\12051.jpg,cats
data\raw\cats\9543.jpg,cats
data\raw\cats\6705.jpg,cats
data\raw\dogs\11393.jpg,dogs
data\raw\dogs\916.jpg,dogs
data\raw\cats\2279.jpg,cats
data\raw\cats\3667.jpg,cats
data\raw\cats\6188.jpg,cats
data\raw\dogs\11858.jpg,dogs
data\raw\cats\11490.jpg,cats
data\raw\cats\9566.jpg,cats
data\raw\cats\5916.jpg,cats
data\raw\cats\6404.jpg,cats
data\raw\cats\10337.jpg,cats
data\raw\cats\9755.jpg,cats
data\raw\dogs\6810.jpg,dogs
data\raw\cats\10580.jpg,cats
data\raw\dogs\7354.jpg,dogs
data\raw\dogs\10979.jpg,dogs
data\raw\dogs\2196.jpg,dogs
data\raw\dogs\1689.jpg,dogs
data\raw\dogs\6795.jpg,dogs
data\raw\dogs\4641.jpg,dogs
data\raw\dogs\6213.jpg,dogs
data\raw\dogs\9392.jpg,dogs
data\raw\cats\11962.jpg,cats
data\raw\cats\10397.jpg,cats
data\raw\cats\9690.jpg,cats
data\raw\dogs\715.jpg,dogs
data\raw\cats\4714.jpg,cats
data\raw\cats\3344.jpg,cats
data\raw\dogs\8393.jpg,dogs
data\raw\dogs\4633.jpg,dogs
data\raw\dogs\11222.jpg,dogs
data\raw\dogs\3019.jpg,dogs
data\raw\cats\9696.jpg,cats
data\raw\dogs\2120.jpg,dogs
data\raw\cats\11608.jpg,cats
data\raw\dogs\7785.jpg,dogs
data\raw\cats\3333.jpg,cats
data\raw\dogs\1566.jpg,dogs
data\raw\dogs\10373.jpg,dogs
data\raw\dogs\10817.jpg,dogs
data\raw\cats\7995.jpg,cats
data\raw\dogs\3422.jpg,dogs
data\raw\cats\738.jpg,cats
data\raw\cats\12113.jpg,cats
data\raw\dogs\10188.jpg,dogs
data\raw\cats\10391.jpg,cats
data\raw\cats\12259.jpg,cats
data\raw\cats\8718.jpg,cats
data\raw\dogs\9957.jpg,dogs
data\raw\cats\3143.jpg,cats
data\raw\cats\615.jpg,cats
data\raw\cats\791.jpg,cats
data\raw\dogs\788.jpg,dogs
data\raw\cats\6962.jpg,cats
data\raw\cats\8094.jpg,cats
data\raw\dogs\11068.jpg,dogs
data\raw\cats\4864.jpg,cats
data\raw\cats\1990.jpg,cats
data\raw\cats\985.jpg,cats
data\raw\cats\6695.jpg,cats
data\raw\dogs\4190.jpg,dogs
data\raw\dogs\3010.jpg,dogs
data\raw\cats\2894.jpg,cats
data\raw\dogs\5345.jpg,dogs
data\raw\cats\10565.jpg,cats
data\raw\cats\8387.jpg,cats
data\raw\cats\10820.jpg,cats
data\raw\dogs\11955.jpg,dogs
data\raw\cats\9544.jpg,cats
data\raw\dogs\2085.jpg,dogs
data\raw\cats\6989.jpg,cats
data\raw\cats\10773.jpg,cats
data\raw\dogs\9808.jpg,dogs
data\raw\dogs\11929.jpg,dogs
data\raw\cats\8782.jpg,cats
data\raw\dogs\8066.jpg,dogs
data\raw\cats\6599.jpg,cats
data\raw\dogs\3123.jpg,dogs
data\raw\cats\8024.jpg,cats
data\raw\cats\7442.jpg,cats
data\raw\dogs\11650.jpg,dogs
data\raw\dogs\12463.jpg,dogs
data\raw\dogs\996.jpg,dogs
data\raw\cats\5050.jpg,cats
data\raw\cats\9772.jpg,cats
data\raw\cats\8092.jpg,cats
data\raw\cats\3036.jpg,cats
data\raw\dogs\3545.jpg,dogs
data\raw\cats\2158.jpg,cats
data\raw\cats\8875.jpg,cats
data\raw\cats\7740.jpg,cats
data\raw\dogs\8082.jpg,dogs
data\raw\cats\597.jpg,cats
data\raw\cats\8391.jpg,cats
data\raw\dogs\11407.jpg,dogs
data\raw\dogs\4262.jpg,dogs
data\raw\cats\9442.jpg,cats
data\raw\dogs\4156.jpg,dogs
data\raw\cats\11164.jpg,cats
data\raw\dogs\4729.jpg,dogs
data\raw\cats\10190.jpg,cats
data\raw\dogs\2521.jpg,dogs
data\raw\cats\9132.jpg,cats
data\raw\dogs\7060.jpg,dogs
data\raw\dogs\6905.jpg,dogs
data\raw\cats\7689.jpg,cats
data\raw\cats\3705.jpg,cats
data\raw\dogs\11239.jpg,dogs
data\raw\cats\5285.jpg,cats
data\raw\cats\10817.jpg,cats
data\raw\dogs\7767.jpg,dogs
data\raw\dogs\1632.jpg,dogs
data\raw\cats\11070.jpg,cats
data\raw\cats\7084.jpg,cats
data\raw\dogs\6350.jpg,dogs
data\raw\cats\3487.jpg,cats
data\raw\dogs\6704.jpg,dogs
data\raw\cats\10394.jpg,cats
data\raw\cats\10997.jpg,cats
data\raw\cats\1927.jpg,cats
data\raw\cats\1342.jpg,cats
data\raw\cats\3419.jpg,cats
data\raw\cats\5422.jpg,cats
data\raw\dogs\9926.jpg,dogs
data\raw\dogs\2169.jpg,dogs
data\raw\cats\1362.jpg,cats
data\raw\dogs\5147.jpg,dogs
data\raw\cats\1023.jpg,cats
data\raw\dogs\12298.jpg,dogs
data\raw\cats\5809.jpg,cats
data\raw\cats\3075.jpg,cats
data\raw\cats\4894.jpg,cats
data\raw\dogs\12164.jpg,dogs
data\raw\dogs\2620.jpg,dogs
data\raw\dogs\3467.jpg,dogs
data\raw\dogs\623.jpg,dogs
data\raw\dogs\6844.jpg,dogs
data\raw\cats\7723.jpg,cats
data\raw\dogs\4677.jpg,dogs
data\raw\dogs\2310.jpg,dogs
data\raw\dogs\662.jpg,dogs
data\raw\dogs\6304.jpg,dogs
data\raw\cats\2414.jpg,cats
data\raw\dogs\3140.jpg,dogs
data\raw\dogs\1846.jpg,dogs
data\raw\cats\9852.jpg,cats
data\raw\cats\11124.jpg,cats
data\raw\dogs\553.jpg,dogs
data\raw\cats\5032.jpg,cats
data\raw\cats\6796.jpg,cats
data\raw\cats\12332.jpg,cats
data\raw\dogs\4505.jpg,dogs
data\raw\cats\3879.jpg,cats
data\raw\dogs\9916.jpg,dogs
data\raw\cats\9975.jpg,cats
data\raw\dogs\192.jpg,dogs
data\raw\cats\4271.jpg,cats
data\raw\dogs\8073.jpg,dogs
data\raw\cats\11261.jpg,cats
data\raw\cats\4167.jpg,cats
data\raw\dogs\4447.jpg,dogs
data\raw\dogs\6244.jpg,dogs
data\raw\cats\1187.jpg,cats
data\raw\dogs\7356.jpg,dogs
data\raw\cats\3794.jpg,cats
data\raw\cats\835.jpg,cats
data\raw\cats\1693.jpg,cats
data\raw\cats\6066.jpg,cats
data\raw\dogs\4535.jpg,dogs
data\raw\dogs\4391.jpg,dogs
data\raw\cats\5243.jpg,cats
data\raw\cats\3018.jpg,cats
data\raw\cats\7327.jpg,cats
data\raw\cats\11039.jpg,cats
data\raw\dogs\7621.jpg,dogs
data\raw\dogs\157.jpg,dogs
data\raw\cats\6777.jpg,cats
data\raw\cats\8241.jpg,cats
data\raw\cats\7791.jpg,cats
data\raw\dogs\3657.jpg,dogs
data\raw\dogs\11066.jpg,dogs
data\raw\dogs\9880.jpg,dogs
data\raw\dogs\1807.jpg,dogs
data\raw\cats\5473.jpg,cats
data\raw\cats\12359.jpg,cats
data\raw\cats\10730.jpg,cats
data\raw\dogs\3883.jpg,dogs
data\raw\cats\4338.jpg,cats
data\raw\dogs\2176.jpg,dogs
data\raw\dogs\7815.jpg,dogs
data\raw\cats\9880.jpg,cats
data\raw\cats\3648.jpg,cats
data\raw\dogs\7562.jpg,dogs
data\raw\cats\8535.jpg,cats
data\raw\dogs\625.jpg,dogs
data\raw\cats\5725.jpg,cats
data\raw\dogs\402.jpg,dogs
data\raw\dogs\8154.jpg,dogs
data\raw\cats\871.jpg,cats
data\raw\dogs\2337.jpg,dogs
data\raw\cats\12188.jpg,cats
data\raw\dogs\7405.jpg,dogs
data\raw\dogs\1402.jpg,dogs
data\raw\cats\10736.jpg,cats
data\raw\cats\12012.jpg,cats
data\raw\cats\8492.jpg,cats
data\raw\cats\5946.jpg,cats
data\raw\dogs\8606.jpg,dogs
data\raw\cats\7373.jpg,cats
data\raw\cats\1159.jpg,cats
data\raw\cats\3847.jpg,cats
data\raw\dogs\578.jpg,dogs
data\raw\dogs\11058.jpg,dogs
data\raw\dogs\8266.jpg,dogs
data\raw\cats\2481.jpg,cats
data\raw\dogs\11468.jpg,dogs
data\raw\cats\3030.jpg,cats
data\raw\cats\5140.jpg,cats
data\raw\dogs\3319.jpg,dogs
data\raw\cats\11746.jpg,cats
data\raw\dogs\749.jpg,dogs
data\raw\cats\12041.jpg,cats
data\raw\cats\2356.jpg,cats
data\raw\dogs\4638.jpg,dogs
data\raw\cats\1878.jpg,cats
data\raw\dogs\6859.jpg,dogs
data\raw\cats\4929.jpg,cats
data\raw\dogs\9868.jpg,dogs
data\raw\dogs\10953.jpg,dogs
data\raw\cats\2284.jpg,cats
data\raw\cats\8027.jpg,cats
data\raw\dogs\8525.jpg,dogs
data\raw\dogs\6402.jpg,dogs
data\raw\cats\7879.jpg,cats
data\raw\dogs\6273.jpg,dogs
data\raw\dogs\10316.jpg,dogs
data\raw\dogs\9820.jpg,dogs
data\raw\dogs\6264.jpg,dogs
data\raw\dogs\2905.jpg,dogs
data\raw\dogs\7665.jpg,dogs
data\raw\cats\9508.jpg,cats
data\raw\dogs\8193.jpg,dogs
data\raw\cats\6501.jpg,cats
data\raw\dogs\6805.jpg,dogs
data\raw\cats\5439.jpg,cats
data\raw\cats\4379.jpg,cats
data\raw\cats\9477.jpg,cats
data\raw\dogs\6690.jpg,dogs
data\raw\cats\1427.jpg,cats
data\raw\dogs\3136.jpg,dogs
data\raw\cats\12207.jpg,cats
data\raw\cats\7518.jpg,cats
data\raw\cats\4528.jpg,cats
data\raw\cats\35.jpg,cats
data\raw\dogs\9778.jpg,dogs
data\raw\dogs\1011.jpg,dogs
data\raw\cats\7291.jpg,cats
data\raw\cats\1780.jpg,cats
data\raw\dogs\6699.jpg,dogs
data\raw\cats\12095.jpg,cats
data\raw\cats\4778.jpg,cats
data\raw\dogs\511.jpg,dogs
data\raw\cats\3748.jpg,cats
data\raw\cats\7094.jpg,cats
data\raw\cats\6179.jpg,cats
data\raw\cats\11411.jpg,cats
data\raw\cats\509.jpg,cats
data\raw\cats\4276.jpg,cats
data\raw\cats\9340.jpg,cats
data\raw\dogs\7867.jpg,dogs
data\raw\dogs\6959.jpg,dogs
data\raw\dogs\7195.jpg,dogs
data\raw\cats\10671.jpg,cats
data\raw\cats\10099.jpg,cats
data\raw\dogs\5170.jpg,dogs
data\raw\cats\240.jpg,cats
data\raw\cats\8098.jpg,cats
data\raw\dogs\6525.jpg,dogs
data\raw\cats\7022.jpg,cats
data\raw\dogs\8155.jpg,dogs
data\raw\cats\10601.jpg,cats
data\raw\dogs\2261.jpg,dogs
data\raw\cats\9731.jpg,cats
data\raw\dogs\778.jpg,dogs
data\raw\dogs\3553.jpg,dogs
data\raw\dogs\6502.jpg,dogs
data\raw\dogs\4869.jpg,dogs
data\raw\cats\1040.jpg,cats
data\raw\cats\9460.jpg,cats
data\raw\cats\12177.jpg,cats
data\raw\dogs\5317.jpg,dogs
data\raw\dogs\1617.jpg,dogs
data\raw\dogs\10079.jpg,dogs
data\raw\cats\2983.jpg,cats
data\raw\cats\3712.jpg,cats
data\raw\cats\10297.jpg,cats
data\raw\dogs\9272.jpg,dogs
data\raw\cats\746.jpg,cats
data\raw\dogs\11521.jpg,dogs
data\raw\cats\1267.jpg,cats
data\raw\dogs\12194.jpg,dogs
data\raw\dogs\2469.jpg,dogs
data\raw\cats\8801.jpg,cats
data\raw\cats\6978.jpg,cats
data\raw\dogs\8881.jpg,dogs
data\raw\cats\10250.jpg,cats
data\raw\dogs\1128.jpg,dogs
data\raw\cats\7150.jpg,cats
data\raw\cats\5579.jpg,cats
data\raw\cats\6352.jpg,cats
data\raw\cats\10683.jpg,cats
data\raw\cats\12320.jpg,cats
data\raw\dogs\4706.jpg,dogs
data\raw\dogs\8862.jpg,dogs
data\raw\cats\2266.jpg,cats
data\raw\cats\1433.jpg,cats
data\raw\cats\8968.jpg,cats
data\raw\dogs\2908.jpg,dogs
data\raw\cats\6457.jpg,cats
data\raw\cats\4475.jpg,cats
data\raw\dogs\515.jpg,dogs
data\raw\cats\1986.jpg,cats
data\raw\dogs\1363.jpg,dogs
data\raw\dogs\2689.jpg,dogs
data\raw\dogs\5614.jpg,dogs
data\raw\cats\11281.jpg,cats
data\raw\cats\5583.jpg,cats
data\raw\cats\9430.jpg,cats
data\raw\cats\9461.jpg,cats
data\raw\dogs\8294.jpg,dogs
data\raw\cats\6572.jpg,cats
data\raw\cats\8150.jpg,cats
data\raw\dogs\4399.jpg,dogs
data\raw\dogs\2426.jpg,dogs
data\raw\dogs\11376.jpg,dogs
data\raw\cats\6547.jpg,cats
data\raw\dogs\1081.jpg,dogs
data\raw\dogs\3356.jpg,dogs
data\raw\dogs\5556.jpg,dogs
data\raw\cats\190.jpg,cats
data\raw\cats\1248.jpg,cats
data\raw\dogs\10312.jpg,dogs
data\raw\cats\10162.jpg,cats
data\raw\dogs\118.jpg,dogs
data\raw\dogs\9886.jpg,dogs
data\raw\dogs\7610.jpg,dogs
data\raw\dogs\889.jpg,dogs
data\raw\dogs\2020.jpg,dogs
data\raw\cats\6903.jpg,cats
data\raw\cats\11196.jpg,cats
data\raw\dogs\11077.jpg,dogs
data\raw\cats\7305.jpg,cats
data\raw\cats\11753.jpg,cats
data\raw\dogs\6572.jpg,dogs
data\raw\cats\9465.jpg,cats
data\raw\dogs\3182.jpg,dogs
data\raw\cats\7228.jpg,cats
data\raw\dogs\2818.jpg,dogs
data\raw\dogs\3301.jpg,dogs
data\raw\dogs\7049.jpg,dogs
data\raw\cats\9685.jpg,cats
data\raw\cats\6176.jpg,cats
data\raw\cats\1031.jpg,cats
data\raw\cats\4351.jpg,cats
data\raw\cats\1108.jpg,cats
data\raw\cats\3499.jpg,cats
data\raw\dogs\368.jpg,dogs
data\raw\cats\6048.jpg,cats
data\raw\cats\11502.jpg,cats
data\raw\cats\3992.jpg,cats
data\raw\dogs\9664.jpg,dogs
data\raw\cats\11010.jpg,cats
data\raw\cats\8686.jpg,cats
data\raw\cats\8644.jpg,cats
data\raw\dogs\6327.jpg,dogs
data\raw\dogs\197.jpg,dogs
data\raw\dogs\10035.jpg,dogs
data\raw\cats\3793.jpg,cats
data\raw\dogs\9455.jpg,dogs
data\raw\cats\339.jpg,cats
data\raw\cats\7758.jpg,cats
data\raw\cats\4615.jpg,cats
data\raw\dogs\2992.jpg,dogs
data\raw\dogs\175.jpg,dogs
data\raw\cats\12209.jpg,cats
data\raw\cats\3582.jpg,cats
data\raw\dogs\6272.jpg,dogs
data\raw\cats\5840.jpg,cats
data\raw\dogs\2934.jpg,dogs
data\raw\dogs\1313.jpg,dogs
data\raw\dogs\10916.jpg,dogs
data\raw\cats\3974.jpg,cats
data\raw\dogs\9814.jpg,dogs
data\raw\dogs\948.jpg,dogs
data\raw\cats\5592.jpg,cats
data\raw\cats\6922.jpg,cats
data\raw\dogs\6633.jpg,dogs
data\raw\cats\5612.jpg,cats
data\raw\dogs\648.jpg,dogs
data\raw\cats\10835.jpg,cats
data\raw\cats\6374.jpg,cats
data\raw\dogs\7954.jpg,dogs
data\raw\dogs\1453.jpg,dogs
data\raw\cats\8684.jpg,cats
data\raw\cats\3493.jpg,cats
data\raw\dogs\4583.jpg,dogs
data\raw\dogs\1543.jpg,dogs
data\raw\dogs\7885.jpg,dogs
data\raw\cats\8704.jpg,cats
data\raw\cats\1443.jpg,cats
data\raw\dogs\8408.jpg,dogs
data\raw\dogs\7122.jpg,dogs
data\raw\cats\5110.jpg,cats
data\raw\dogs\8114.jpg,dogs
data\raw\cats\962.jpg,cats
data\raw\cats\346.jpg,cats
data\raw\cats\8682.jpg,cats
data\raw\dogs\3671.jpg,dogs
data\raw\cats\9364.jpg,cats
data\raw\dogs\3896.jpg,dogs
data\raw\dogs\5907.jpg,dogs
data\raw\dogs\1517.jpg,dogs
data\raw\dogs\517.jpg,dogs
data\raw\dogs\11631.jpg,dogs
data\raw\dogs\8882.jpg,dogs
data\raw\cats\3306.jpg,cats
data\raw\cats\7802.jpg,cats
data\raw\cats\5301.jpg,cats
data\raw\dogs\1367.jpg,dogs
data\raw\dogs\6829.jpg,dogs
data\raw\dogs\7601.jpg,dogs
data\raw\cats\5861.jpg,cats
data\raw\cats\2668.jpg,cats
data\raw\cats\8014.jpg,cats
data\raw\dogs\8380.jpg,dogs
data\raw\cats\2577.jpg,cats
data\raw\dogs\11241.jpg,dogs
data\raw\cats\10732.jpg,cats
data\raw\dogs\5537.jpg,dogs
data\raw\dogs\5459.jpg,dogs
data\raw\cats\655.jpg,cats
data\raw\dogs\6232.jpg,dogs
data\raw\cats\1959.jpg,cats
data\raw\cats\10847.jpg,cats
data\raw\dogs\993.jpg,dogs
data\raw\cats\1054.jpg,cats
data\raw\dogs\6744.jpg,dogs
data\raw\dogs\5846.jpg,dogs
data\raw\dogs\6068.jpg,dogs
data\raw\dogs\10564.jpg,dogs
data\raw\dogs\7740.jpg,dogs
data\raw\dogs\2668.jpg,dogs
data\raw\dogs\3045.jpg,dogs
data\raw\dogs\4098.jpg,dogs
data\raw\cats\7198.jpg,cats
data\raw\dogs\3233.jpg,dogs
data\raw\dogs\10198.jpg,dogs
data\raw\dogs\9983.jpg,dogs
data\raw\cats\520.jpg,cats
data\raw\cats\2009.jpg,cats
data\raw\dogs\10249.jpg,dogs
data\raw\dogs\7081.jpg,dogs
data\raw\cats\4500.jpg,cats
data\raw\cats\3534.jpg,cats
data\raw\dogs\4581.jpg,dogs
data\raw\dogs\1573.jpg,dogs
data\raw\cats\9746.jpg,cats
data\raw\cats\10460.jpg,cats
data\raw\cats\3404.jpg,cats
data\raw\dogs\718.jpg,dogs
data\raw\cats\9365.jpg,cats
data\raw\dogs\6602.jpg,dogs
data\raw\dogs\5229.jpg,dogs
data\raw\cats\9549.jpg,cats
data\raw\dogs\7098.jpg,dogs
data\raw\cats\2523.jpg,cats
data\raw\dogs\8870.jpg,dogs
data\raw\dogs\4648.jpg,dogs
data\raw\dogs\3888.jpg,dogs
data\raw\cats\1223.jpg,cats
data\raw\dogs\5717.jpg,dogs
data\raw\dogs\8844.jpg,dogs
data\raw\dogs\3040.jpg,dogs
data\raw\cats\2359.jpg,cats
data\raw\cats\4282.jpg,cats
data\raw\dogs\8706.jpg,dogs
data\raw\dogs\7702.jpg,dogs
data\raw\cats\7421.jpg,cats
data\raw\cats\4370.jpg,cats
data\raw\cats\9965.jpg,cats
data\raw\cats\10263.jpg,cats
data\raw\dogs\10218.jpg,dogs
data\raw\cats\2432.jpg,cats
data\raw\dogs\11485.jpg,dogs
data\raw\dogs\5117.jpg,dogs
data\raw\dogs\6039.jpg,dogs
data\raw\dogs\1115.jpg,dogs
data\raw\dogs\11152.jpg,dogs
data\raw\cats\10125.jpg,cats
data\raw\cats\4015.jpg,cats
data\raw\cats\6189.jpg,cats
data\raw\cats\6891.jpg,cats
data\raw\dogs\1419.jpg,dogs
data\raw\dogs\2661.jpg,dogs
data\raw\dogs\741.jpg,dogs
data\raw\dogs\2306.jpg,dogs
data\raw\dogs\10768.jpg,dogs
data\raw\dogs\8296.jpg,dogs
data\raw\dogs\5521.jpg,dogs
data\raw\dogs\273.jpg,dogs
data\raw\dogs\7089.jpg,dogs
data\raw\cats\3862.jpg,cats
data\raw\dogs\10131.jpg,dogs
data\raw\cats\2885.jpg,cats
data\raw\cats\10051.jpg,cats
data\raw\dogs\5366.jpg,dogs
data\raw\dogs\4178.jpg,dogs
data\raw\dogs\7936.jpg,dogs
data\raw\dogs\6376.jpg,dogs
data\raw\dogs\6629.jpg,dogs
data\raw\cats\5500.jpg,cats
data\raw\cats\3569.jpg,cats
data\raw\cats\2512.jpg,cats
data\raw\dogs\7715.jpg,dogs
data\raw\dogs\11538.jpg,dogs
data\raw\dogs\4821.jpg,dogs
data\raw\cats\7913.jpg,cats
data\raw\cats\10699.jpg,cats
data\raw\cats\8902.jpg,cats
data\raw\dogs\3342.jpg,dogs
data\raw\dogs\12206.jpg,dogs
data\raw\dogs\9721.jpg,dogs
data\raw\dogs\8928.jpg,dogs
data\raw\dogs\2366.jpg,dogs
data\raw\cats\7571.jpg,cats
data\raw\cats\7187.jpg,cats
data\raw\cats\676.jpg,cats
data\raw\dogs\7351.jpg,dogs
data\raw\dogs\3601.jpg,dogs
data\raw\dogs\6808.jpg,dogs
data\raw\dogs\6593.jpg,dogs
data\raw\dogs\4818.jpg,dogs
data\raw\dogs\8399.jpg,dogs
data\raw\cats\811.jpg,cats
data\raw\cats\5688.jpg,cats
data\raw\cats\3015.jpg,cats
data\raw\dogs\9955.jpg,dogs
data\raw\dogs\8752.jpg,dogs
data\raw\dogs\4356.jpg,dogs
data\raw\cats\2937.jpg,cats
data\raw\dogs\6937.jpg,dogs
data\raw\dogs\6892.jpg,dogs
data\raw\cats\10328.jpg,cats
data\raw\cats\10448.jpg,cats
data\raw\cats\10024.jpg,cats
data\raw\dogs\9835.jpg,dogs
data\raw\dogs\3700.jpg,dogs
data\raw\cats\11307.jpg,cats
data\raw\cats\10712.jpg,cats
data\raw\cats\2488.jpg,cats
data\raw\dogs\8633.jpg,dogs
data\raw\dogs\585.jpg,dogs
data\raw\cats\8952.jpg,cats
data\raw\cats\10628.jpg,cats
data\raw\dogs\2449.jpg,dogs
data\raw\cats\335.jpg,cats
data\raw\cats\3562.jpg,cats
data\raw\cats\6664.jpg,cats
data\raw\cats\3586.jpg,cats
data\raw\dogs\11318.jpg,dogs
data\raw\dogs\7010.jpg,dogs
data\raw\dogs\7215.jpg,dogs
data\raw\dogs\10521.jpg,dogs
data\raw\dogs\11909.jpg,dogs
data\raw\dogs\3102.jpg,dogs
data\raw\cats\3941.jpg,cats
data\raw\cats\10693.jpg,cats
data\raw\cats\1534.jpg,cats
data\raw\cats\8517.jpg,cats
data\raw\cats\12432.jpg,cats
data\raw\dogs\4082.jpg,dogs
data\raw\dogs\6958.jpg,dogs
data\raw\dogs\3212.jpg,dogs
data\raw\dogs\3589.jpg,dogs
data\raw\dogs\9854.jpg,dogs
data\raw\cats\4496.jpg,cats
data\raw\dogs\4317.jpg,dogs
data\raw\dogs\2098.jpg,dogs
data\raw\cats\10434.jpg,cats
data\raw\cats\1230.jpg,cats
data\raw\cats\6302.jpg,cats
data\raw\dogs\10905.jpg,dogs
data\raw\cats\10317.jpg,cats
data\raw\cats\7824.jpg,cats
data\raw\dogs\2159.jpg,dogs
data\raw\dogs\9819.jpg,dogs
data\raw\dogs\4737.jpg,dogs
data\raw\dogs\8279.jpg,dogs
data\raw\cats\9054.jpg,cats
data\raw\dogs\4294.jpg,dogs
data\raw\cats\5573.jpg,cats
data\raw\dogs\8379.jpg,dogs
data\raw\dogs\8088.jpg,dogs
data\raw\cats\1502.jpg,cats
data\raw\dogs\10928.jpg,dogs
data\raw\dogs\4448.jpg,dogs
data\raw\cats\6441.jpg,cats
data\raw\cats\10437.jpg,cats
data\raw\cats\9782.jpg,cats
data\raw\cats\6073.jpg,cats
data\raw\dogs\1640.jpg,dogs
data\raw\dogs\9239.jpg,dogs
data\raw\dogs\8680.jpg,dogs
data\raw\cats\8612.jpg,cats
data\raw\cats\10742.jpg,cats
data\raw\cats\5460.jpg,cats
data\raw\dogs\12410.jpg,dogs
data\raw\cats\4315.jpg,cats
data\raw\dogs\5017.jpg,dogs
data\raw\dogs\8312.jpg,dogs
data\raw\cats\1352.jpg,cats
data\raw\dogs\361.jpg,dogs
data\raw\dogs\11819.jpg,dogs
data\raw\dogs\11204.jpg,dogs
data\raw\cats\11398.jpg,cats
data\raw\dogs\12220.jpg,dogs
data\raw\dogs\7099.jpg,dogs
data\raw\dogs\1751.jpg,dogs
data\raw\dogs\10028.jpg,dogs
data\raw\cats\5248.jpg,cats
data\raw\cats\11008.jpg,cats
data\raw\cats\8324.jpg,cats
data\raw\dogs\5528.jpg,dogs
data\raw\cats\3527.jpg,cats
data\raw\dogs\2836.jpg,dogs
data\raw\cats\4547.jpg,cats
data\raw\cats\3278.jpg,cats
data\raw\cats\3756.jpg,cats
data\raw\dogs\10394.jpg,dogs
data\raw\cats\83.jpg,cats
data\raw\cats\10544.jpg,cats
data\raw\dogs\7571.jpg,dogs
data\raw\dogs\10013.jpg,dogs
data\raw\dogs\2461.jpg,dogs
data\raw\dogs\6365.jpg,dogs
data\raw\cats\7221.jpg,cats
data\raw\dogs\7455.jpg,dogs
data\raw\dogs\4750.jpg,dogs
data\raw\dogs\8451.jpg,dogs
data\raw\dogs\9360.jpg,dogs
data\raw\dogs\12200.jpg,dogs
data\raw\cats\1138.jpg,cats
data\raw\cats\12115.jpg,cats
data\raw\dogs\4924.jpg,dogs
data\raw\dogs\707.jpg,dogs
data\raw\dogs\8351.jpg,dogs
data\raw\dogs\4115.jpg,dogs
data\raw\cats\6714.jpg,cats
data\raw\dogs\10485.jpg,dogs
data\raw\dogs\5751.jpg,dogs
data\raw\dogs\3522.jpg,dogs
data\raw\dogs\132.jpg,dogs
data\raw\cats\9263.jpg,cats
data\raw\dogs\4586.jpg,dogs
data\raw\cats\9745.jpg,cats
data\raw\cats\11318.jpg,cats
data\raw\dogs\10193.jpg,dogs
data\raw\cats\11549.jpg,cats
